user_id,user_location,traveler_type,review_title,review_date,review_score,review
lovetotravel32037,"Bakersfield, California",Couples,way too crowded,"April 23, 2012",2,"expensive, long wait in line to see the lights of New York city with way too many other people; staff was very friendly though; would only recommend if you just can't live without seeing the lights of the city from above"
Q806XLcynthiam,Rome,Solo,NYC,"July 23, 2017",2,Ok not great. Price was high for the experience. Good view of Central Park but not anything else special.
mollyobr,"Milton Keynes, United Kingdom",Solo,Expensive,"July 4, 2016",2,Not only do you pay 37dollars for the ticket but they sort of force you to go through a presentation of their ipad like machine that shows you the different locations when you get to the top I would not bother paying for this as...More
Heather L,"Denver, Colorado",Solo,"Nice view, long wait time","September 15, 2015",2,beautiful views of the city but the lines and wait time to get in was just too lengthy. I understand when you come to big attractions to reserve ample time but it felt like a lot of hurry up and wait for a brief moment....More
fairy g,"London, United Kingdom",Solo,overcrowded and overpriced,"May 10, 2012",2,I've been to the top of the rock several years ago and had a fantastic time so thought I would repeat but at night this time. Our 10pm slot was easy to book and apart from some pretty long security queues we had no problems...More
Kerry J,"North Carolina, United States",Business,way way way too crowded,"August 7, 2017",2,we took a group and had a timed entrance for dusk and they let far tooooooo many people in at once. It was impossible to get views because of the crowds and if there had been an incident many people would have been injured.
Sture L,"New York City, New York",Business,"Nice view, but...................","October 14, 2013",2,"Like all public attractions and buildings in New York City there is a fee, and a line (sometimes long) to get in. When you get up to the Top there is not much room to look around from. You could get a nice table if...More"
Hello60878,"Seattle, Washington",Business,Better views elsewhere,"June 27, 2013",2,"The view from the Shanghai Financial Center in Shanghai, China is a far superior view to any in New York!"
llm2,"San Diego, California",Business,Totally overpriced,"May 24, 2012",2,"Of course, the view was lovely but the price wasn't worth it. And like all ""Disney"" attractions they route you out through the gift shop."
MI55DEY,"Stirling, United Kingdom",Friends,Bad service,"April 4, 2018",2,Given that this was built so that tourists could spend their money the unhappy miserable staff amazes me. After booking to go up we had 10 minutes to wait. We went to head downstairs and met with the rudest girl who barked at us that...More
Charlene B,,Friends,Top of Rock,"January 15, 2018",2,"Just getting the process down of buying a ticket and where to wait was confusing. We bought tickets. Were told to stand here, then go up in elevator, got out and were reprimanded that our tour didn't start for 20 min, go back down. We...More"
Eduardo T,,Friends,Top closed,"January 9, 2018",2,"Top floor was closed, no refund on tickets. I suggest buy tickets there. I bought mine months in advance, VIP tickets."
debbie l,"Livingston, United Kingdom",Friends,Bit expensive,"December 22, 2017",2,Wasn’t my best visit .no queues quite pricey views were not as good as Empire State or one world observatory . Everyone has different views and if you want to go up it then do it but if your on a budget do one world
andreaolivato,"Cascina, Italy",Friends,Not worth the money,"December 11, 2017",2,"Too many people, with what they charge you should have a semi-private tour, not queue for an hour to get out. Guys it costs more than the entry ticket to see a Van Gogh!
The only positive note is the staff: they are super friendly,...More"
lubger,"New York City, New York",Friends,"Overpriced, and will never compare to ex-WTC","December 3, 2017",2,"It's probably one of the best aerial views of the city left after the fall of WTC. However, it has become so expensive I won't recommend my friends going there. For the price, you can buy an air ticket for a discount airline."
Will R,"Luton, United Kingdom",Friends,It's a shame,"October 17, 2017",2,"Not trying to be unfair, but, always check the weather, as we were pre-booked for the Sunday as the tail end of Hurricane Nate hit New York. So when we went up you saw nothing as it was like thick fog. May be better on...More"
Lawrence J,,Friends,Rude Ticket Staff Ruined Trip,"August 1, 2017",2,The staff selling tickets and redeeming vouchers at the bottom of the building was extremely rude--not just to me but to other families moving through as well. There was a bald man who worked there who almost seemed to enjoy telling people that they had...More
MrsAmanda,Cornwall,Friends,Poorly organized,"June 11, 2017",2,"After having visited the OWO and Empire state building we were accustomed to the lines and waits, however the whole experience here was confusing and frustrating. There were no signs in the main entrance as to where to find the observatory entrance, once directed we...More"
Kimberley B,"Adelaide, South Australia, Australia",Friends,Overpriced,"June 3, 2017",2,"The locatiin to get tickets was very hard to find and they where expensive!!! There was very little there besides the view, we expectex a small museum or somesuch for the price. Tiny gift stand. Would recommend skipping and going to the empire state. In...More"
manxcat55,Isle of Man,Friends,Waste of space,"May 12, 2017",2,Herded like cattle and treated as animals. Save your money and visit Empire State Bldg with same views but you are treated with respect.
Judy F,,Friends,Advanced reservations required.,"April 11, 2017",2,"We had purchased tickets but did not have a confirmed time for our tour. When we went to get the time confirmation, we were told there was a six-hour wait. We understood that Tuesdays were the slow day so we can't imagine what that would...More"
Debbie C,"Chipping Norton, United Kingdom",Friends,Preferred the cocktail bar two floors down,"February 13, 2017",2,"We went to the Top of The Rock a little early for our allotted tour time so found the cocktail bar, two floors under it. The cocktail bar was buzzing made amazing gin and tonics and had a wrap around balcony that were easy to...More"
MJMarte88,"New York City, New York",Friends,Beautiful view but that's it.,"January 4, 2017",2,"I don't think it's worth the money, there's nothing to do once you're there. We went for an engagement, it happened took a picture that's it. It's small it's crowded and not romantic.. I wouldn't spend money there again."
jackiej1016,"Milwaukee, Wisconsin",Friends,Beautiful views but...,"October 26, 2016",2,"The views from the observation deck were spectacular but it was way too crowded there. I was very disappointed in the elevator ride up and down. I was told wonderful things about this and was so looking forward to the elevator ride, but the elevator...More"
Eagle433,"Staten Island, New York",Friends,"Super expensive, Great view","August 27, 2016",2,Very expensive for a great view. Takes a bit to get to top. Do not bring anyone who is afraid of heights. Can be frightening.
MTbkrgrl,"Helena, MT",Friends,Disappointing,"August 14, 2016",2,"Compared to the Empire State Building, this was a disappointment. Staff was consistently rude and treated us like cattle. The glass at the observation deck was horribly smeared and dirty, and hard to see out of. Save your time and money and go to the...More"
patriciancolon,"LaBelle, Florida",Friends,Top of the rock,"August 10, 2016",2,This was a bit of a disappointment to me. It took a while to get to the top due to long waiting lines. We would wait in line for an elevator only to wait again for another elevator. It took 30 to 45 minutes to...More
LynnML63,"Tampa, Florida",Friends,Go to the Empire State Building instead,"August 4, 2016",2,"Very disorganized, there were some rude employees - not directed at us but we still heard it. Difficult to take pictures through 4 inch gaps in plexi glass and getting out of here was a zoo. I loved the view but I wouldn't go back."
Kim H,"Milton Keynes, England, United Kingdom",Friends,Ok,"July 27, 2016",2,"Ok so the view is amazing! I will start by saying that.
But times entry was not adhered to at all.
Too many people admitted so it's hard to take pictures and good places because tourists take their time - I saw someone take 100...More"
Jay C,,Friends,photography,"June 22, 2016",2,"if you want to take photos, don't go after dark. The beautiful details of the city's buildings are lost to a sea of lights."
mrgroveruk,"Chester, United Kingdom",Friends,Kiss Goodbye To 2 Hours,"June 14, 2016",2,"Shocking waste of time
Bought a $32 ticket, was then told I had a 25 minute wait before I could queue up for an elevator. Eventually got in a lift to go up 30 feet to queue up for an 'airport style' Bag X-ray &...More"
Jac W,"Hassocks, United Kingdom",Friends,If you like queues...,"June 3, 2016",2,The observation deck and the lift ride to the top was really great. The standing in long lines despite having tickets ahead of time was tiresome and uncomfortably touristy. Herded about by staff - most of which were nice and friendly. Personally - I wouldn't...More
Robin C,"Lakewood Ranch, Florida",Friends,Not Worth $35 Per Person,"April 12, 2016",2,"I did this years ago with my husband and just remembered having great pictures from this vantage point.
Was in NYC last weekend and suggested to our group of 4 girls that we do this. It was a beautiful sunny day and we did get...More"
ShellieP4,,Friends,heard it had a great view of the Chrysler Building-if you fdon't mind a wall in the picture....,"November 11, 2015",2,Top of The Rock was a giant cluster. also DO NOT BUY the photos unless you have examined them closely-ours were blurry but we were in a hurry to get out of the cluster and paid cash and ran. I have called them twice and...More
StanislavSVK,"Bratislava Region, Slovakia",Friends,Good view with a terrible security service team,"November 3, 2015",2,"We were very excited to go and see the view from the Rockefeller center (and the view was fantastic). What was not fantastic was the terrible security service that they have in place. The guard was ""shouting"" at all the people not to block the...More"
Benny L,United Kingdom,Friends,"Nice, but extremely expensive ","October 23, 2015",2,"30$ a person for an elevator ride to 67 story. A Big Apple rip-off. Unfortunately, all other notable buildings share similar prices"
cherryblossomtime,"Newcastle upon Tyne, United Kingdom",Friends,Give it a miss,"September 18, 2015",2,"The views are very good, but the place is difficult to find in the first place, and a nightmare to get around once inside. even finding the restroom is a challenge! very poorly managed. far better going to the One World Observatory."
Ivan K,,Friends,Just another tourist attraction,"August 13, 2015",2,"Do not get me wrong, if you are after a selfie with the NYC skyline behind you, you will like it. Otherwise, it is a lot of waiting, busy and noisy streets around and money that you can spend for good food or drinks elsewhere....More"
mjwidman,The Villages,Friends,not worth the $,"May 26, 2015",2,"long line to get to the top, nowhere to wait until it's your turn...nasty guard who shouts for people to go away until it's your turn to enter...don't even think of showing up 15 minutes early. once your to the top, you don't know what...More"
Dan L,,Friends,Crowded... not worth $30,"April 27, 2015",2,"The NYC skyline is iconic, but you don't need to see it from here. The price is steep and it's incredibly hard to get a good photo with the hundreds of other people crowding every space. It's also very cold up there (if that's an...More"
travellin_mama2222,North Vancouver,Friends,too busy!,"April 10, 2015",2,"Tired, crabby staff. Too crowded. Luckily we pre-booked, but it still took a while to get up. Great view, but probably not worth the stress if you don't like pushy crowds and crabby staff. The females staff seemed especially crabby."
Sue O,"Kent, United Kingdom",Friends,Don't bother,"October 27, 2014",2,"Massive lines, long wait and then you have to endure a 12 minute movie before you can take the lift to the viewing platforms. Once up there the scenery is awesome but then we waited in line for over 1 hour to get out!
Much...More"
Jackie M,"Indianapolis, Indiana",Friends,"Two stars only for the view, otherwise it would be a 0!","October 17, 2014",2,"Very disorganized and unfriendly staff. Bought tickets for 6:10pm, told us we had to 'hold' while other people of the same time were allowed up, only after asking for a refund were we and the other 'hold' people allowed up. Once inside we then had...More"
melaniep88,"London, United Kingdom",Friends,The view alone would get 5*s but unfortunately one staff member brought it down!,"October 9, 2014",2,The queues are long! They only had two elevators in operation at the time so it was chaos. The make you queue up for a photo opportunity you don't even want (money making scheme!) and then shove you into this auditorium to watch a film...we...More
joyceh,nebraska,Friends,Good view,"October 7, 2014",2,Felt like cattle being herded. It was a good view but not worth the cost or time as far as we were concerned.
chazzstein,"london, on",Friends,Too crowded!,"October 4, 2014",2,"1st, we're not complainers but this tour is severely overbooked. No issues with the price, the evening views were outstanding. That said, the crowd was so large we felt like cattle being hustled off to slaughter instead of a being at a tourist ""must see""....More"
cindy y,"Jacksonville, Florida",Friends,Top of the Rock,"September 27, 2014",2,Make sure you buy your tickets early. We walked around wasting time so that we could go up at dust. When we arrived the next time they was taking another party up was at 8:40. We chose to wait but will buy tickets early next...More
Kathy O,"Bronx, New York, United States",Friends,Top of the Rock,"September 3, 2014",2,Was not impressed for the price thought maybe you could have a drink while looking at the view? Save your money!
honkita,,Friends,Queuing for a view,"August 24, 2014",2,"I would advise to pre-book your tickets for a specific date and time, otherwise, reaching the counter, you may be disappointed to learn that the next available time to go up is in two hours.
To my personal experience, I had to queue at the...More"
Schippers,"Tulsa, Oklahoma",Friends,Not impressed,"August 19, 2014",2,"Went at 8pm, so we could see NYC at night. Just beautiful. However, there were so many people up there we couldn't turn around. People pushing to get pictures. It was extremely hot with the mass of people there."
Kristy F,"Kitchener, Canada",Friends,BORING.....,"April 7, 2014",2,Don't waste your time and money - we waited FOREVER to get there and it's not near as good as Empire state building and then you get to wait FOREVER to get back down - booooooo
singlegirly,"Southampton, United Kingdom",Friends,2hr wait!,"December 27, 2013",2,Tried to get in here but a 2 hr wait just wasn't for us! Will try again next visit after hearing good reports but in this occasion we were left disappointed.
Demetris T,"London, United Kingdom",Friends,disappointed,"October 16, 2013",2,"service when buying ticket was terrible , couldnt understand the person properly and when i asked for a 10am slot the next day found he booked us a 10pm slot. strange when we asked what time they opened in the morning and he said 8...More"
PaulaP_11,"Toronto, Canada",Friends,Ho Hum,"August 27, 2013",2,"Save your money and spend it on something else. If you've been/seen one Observation Deck, you've been/seen them all. The imposed ""photo"" taking at the start (which you can later purchase as a souvenir of your mediocre time) is way too cruise ship for my...More"
TMCNEWS,"Elyria, Ohio",Friends,BEWARE OF OVERCROWDING,"July 23, 2013",2,"I have been to the Top of the Rock twice, once a couple years ago in the fall and most recently on July 7th. When I was there a couple years ago we were able to get up to the top fairly quickly and roam...More"
Jo W,"Christchurch, New Zealand",Friends,Hmmmmm...,"June 27, 2013",2,"Over-rated I think - had to wait ages to get up there, it was raining so we weren't allowed outside, would not recommend it."
nicola J j,Haliburton,Friends,Line ups,"June 6, 2013",2,"The view was nice, but the lineups were disappointing. We lined up, to get to a line up to get on an elevator. To get into a line up, to move to.., you guessed it another line up..
It is not worth wasting your time...More"
MsBunny2011,San Ramon,Friends,You gotta be kidding!,"September 14, 2012",2,"We purchased tickets thinking maybe a 45 min. experience...It was not...The wait in line up - the wait in line down - some photographer who mid-line stops all as a vendor taking pictures? Got to the top, frankly, not much of a view (I surmise...More"
Steve2407,"Melbourne, Australia",Friends,"Long queues, hidden queues & more queues.","September 2, 2012",2,"The view at the top is good but not spectacular, and not the best in NY. The annoying thing is the queues! Each one leads to another, there are about 4 or 5 different queues in total before you get to the observations deck. I...More"
Schippers,"Tulsa, Oklahoma",Friends,Not impressed,"August 19, 2014",2,"Went at 8pm, so we could see NYC at night. Just beautiful. However, there were so many people up there we couldn't turn around. People pushing to get pictures. It was extremely hot with the mass of people there."
Kristy F,"Kitchener, Canada",Friends,BORING.....,"April 7, 2014",2,Don't waste your time and money - we waited FOREVER to get there and it's not near as good as Empire state building and then you get to wait FOREVER to get back down - booooooo
singlegirly,"Southampton, United Kingdom",Friends,2hr wait!,"December 27, 2013",2,Tried to get in here but a 2 hr wait just wasn't for us! Will try again next visit after hearing good reports but in this occasion we were left disappointed.
Demetris T,"London, United Kingdom",Friends,disappointed,"October 16, 2013",2,"service when buying ticket was terrible , couldnt understand the person properly and when i asked for a 10am slot the next day found he booked us a 10pm slot. strange when we asked what time they opened in the morning and he said 8...More"
PaulaP_11,"Toronto, Canada",Friends,Ho Hum,"August 27, 2013",2,"Save your money and spend it on something else. If you've been/seen one Observation Deck, you've been/seen them all. The imposed ""photo"" taking at the start (which you can later purchase as a souvenir of your mediocre time) is way too cruise ship for my...More"
TMCNEWS,"Elyria, Ohio",Friends,BEWARE OF OVERCROWDING,"July 23, 2013",2,"I have been to the Top of the Rock twice, once a couple years ago in the fall and most recently on July 7th. When I was there a couple years ago we were able to get up to the top fairly quickly and roam...More"
Jo W,"Christchurch, New Zealand",Friends,Hmmmmm...,"June 27, 2013",2,"Over-rated I think - had to wait ages to get up there, it was raining so we weren't allowed outside, would not recommend it."
nicola J j,Haliburton,Friends,Line ups,"June 6, 2013",2,"The view was nice, but the lineups were disappointing. We lined up, to get to a line up to get on an elevator. To get into a line up, to move to.., you guessed it another line up..
It is not worth wasting your time...More"
MsBunny2011,San Ramon,Friends,You gotta be kidding!,"September 14, 2012",2,"We purchased tickets thinking maybe a 45 min. experience...It was not...The wait in line up - the wait in line down - some photographer who mid-line stops all as a vendor taking pictures? Got to the top, frankly, not much of a view (I surmise...More"
Steve2407,"Melbourne, Australia",Friends,"Long queues, hidden queues & more queues.","September 2, 2012",2,"The view at the top is good but not spectacular, and not the best in NY. The annoying thing is the queues! Each one leads to another, there are about 4 or 5 different queues in total before you get to the observations deck. I...More"
Schippers,"Tulsa, Oklahoma",Friends,Not impressed,"August 19, 2014",2,"Went at 8pm, so we could see NYC at night. Just beautiful. However, there were so many people up there we couldn't turn around. People pushing to get pictures. It was extremely hot with the mass of people there."
Kristy F,"Kitchener, Canada",Friends,BORING.....,"April 7, 2014",2,Don't waste your time and money - we waited FOREVER to get there and it's not near as good as Empire state building and then you get to wait FOREVER to get back down - booooooo
singlegirly,"Southampton, United Kingdom",Friends,2hr wait!,"December 27, 2013",2,Tried to get in here but a 2 hr wait just wasn't for us! Will try again next visit after hearing good reports but in this occasion we were left disappointed.
Demetris T,"London, United Kingdom",Friends,disappointed,"October 16, 2013",2,"service when buying ticket was terrible , couldnt understand the person properly and when i asked for a 10am slot the next day found he booked us a 10pm slot. strange when we asked what time they opened in the morning and he said 8...More"
PaulaP_11,"Toronto, Canada",Friends,Ho Hum,"August 27, 2013",2,"Save your money and spend it on something else. If you've been/seen one Observation Deck, you've been/seen them all. The imposed ""photo"" taking at the start (which you can later purchase as a souvenir of your mediocre time) is way too cruise ship for my...More"
TMCNEWS,"Elyria, Ohio",Friends,BEWARE OF OVERCROWDING,"July 23, 2013",2,"I have been to the Top of the Rock twice, once a couple years ago in the fall and most recently on July 7th. When I was there a couple years ago we were able to get up to the top fairly quickly and roam...More"
Jo W,"Christchurch, New Zealand",Friends,Hmmmmm...,"June 27, 2013",2,"Over-rated I think - had to wait ages to get up there, it was raining so we weren't allowed outside, would not recommend it."
nicola J j,Haliburton,Friends,Line ups,"June 6, 2013",2,"The view was nice, but the lineups were disappointing. We lined up, to get to a line up to get on an elevator. To get into a line up, to move to.., you guessed it another line up..
It is not worth wasting your time...More"
MsBunny2011,San Ramon,Friends,You gotta be kidding!,"September 14, 2012",2,"We purchased tickets thinking maybe a 45 min. experience...It was not...The wait in line up - the wait in line down - some photographer who mid-line stops all as a vendor taking pictures? Got to the top, frankly, not much of a view (I surmise...More"
Steve2407,"Melbourne, Australia",Friends,"Long queues, hidden queues & more queues.","September 2, 2012",2,"The view at the top is good but not spectacular, and not the best in NY. The annoying thing is the queues! Each one leads to another, there are about 4 or 5 different queues in total before you get to the observations deck. I...More"
Schippers,"Tulsa, Oklahoma",Friends,Not impressed,"August 19, 2014",2,"Went at 8pm, so we could see NYC at night. Just beautiful. However, there were so many people up there we couldn't turn around. People pushing to get pictures. It was extremely hot with the mass of people there."
Kristy F,"Kitchener, Canada",Friends,BORING.....,"April 7, 2014",2,Don't waste your time and money - we waited FOREVER to get there and it's not near as good as Empire state building and then you get to wait FOREVER to get back down - booooooo
singlegirly,"Southampton, United Kingdom",Friends,2hr wait!,"December 27, 2013",2,Tried to get in here but a 2 hr wait just wasn't for us! Will try again next visit after hearing good reports but in this occasion we were left disappointed.
Demetris T,"London, United Kingdom",Friends,disappointed,"October 16, 2013",2,"service when buying ticket was terrible , couldnt understand the person properly and when i asked for a 10am slot the next day found he booked us a 10pm slot. strange when we asked what time they opened in the morning and he said 8...More"
PaulaP_11,"Toronto, Canada",Friends,Ho Hum,"August 27, 2013",2,"Save your money and spend it on something else. If you've been/seen one Observation Deck, you've been/seen them all. The imposed ""photo"" taking at the start (which you can later purchase as a souvenir of your mediocre time) is way too cruise ship for my...More"
TMCNEWS,"Elyria, Ohio",Friends,BEWARE OF OVERCROWDING,"July 23, 2013",2,"I have been to the Top of the Rock twice, once a couple years ago in the fall and most recently on July 7th. When I was there a couple years ago we were able to get up to the top fairly quickly and roam...More"
Jo W,"Christchurch, New Zealand",Friends,Hmmmmm...,"June 27, 2013",2,"Over-rated I think - had to wait ages to get up there, it was raining so we weren't allowed outside, would not recommend it."
nicola J j,Haliburton,Friends,Line ups,"June 6, 2013",2,"The view was nice, but the lineups were disappointing. We lined up, to get to a line up to get on an elevator. To get into a line up, to move to.., you guessed it another line up..
It is not worth wasting your time...More"
MsBunny2011,San Ramon,Friends,You gotta be kidding!,"September 14, 2012",2,"We purchased tickets thinking maybe a 45 min. experience...It was not...The wait in line up - the wait in line down - some photographer who mid-line stops all as a vendor taking pictures? Got to the top, frankly, not much of a view (I surmise...More"
Steve2407,"Melbourne, Australia",Friends,"Long queues, hidden queues & more queues.","September 2, 2012",2,"The view at the top is good but not spectacular, and not the best in NY. The annoying thing is the queues! Each one leads to another, there are about 4 or 5 different queues in total before you get to the observations deck. I...More"
Schippers,"Tulsa, Oklahoma",Friends,Not impressed,"August 19, 2014",2,"Went at 8pm, so we could see NYC at night. Just beautiful. However, there were so many people up there we couldn't turn around. People pushing to get pictures. It was extremely hot with the mass of people there."
Kristy F,"Kitchener, Canada",Friends,BORING.....,"April 7, 2014",2,Don't waste your time and money - we waited FOREVER to get there and it's not near as good as Empire state building and then you get to wait FOREVER to get back down - booooooo
singlegirly,"Southampton, United Kingdom",Friends,2hr wait!,"December 27, 2013",2,Tried to get in here but a 2 hr wait just wasn't for us! Will try again next visit after hearing good reports but in this occasion we were left disappointed.
Demetris T,"London, United Kingdom",Friends,disappointed,"October 16, 2013",2,"service when buying ticket was terrible , couldnt understand the person properly and when i asked for a 10am slot the next day found he booked us a 10pm slot. strange when we asked what time they opened in the morning and he said 8...More"
PaulaP_11,"Toronto, Canada",Friends,Ho Hum,"August 27, 2013",2,"Save your money and spend it on something else. If you've been/seen one Observation Deck, you've been/seen them all. The imposed ""photo"" taking at the start (which you can later purchase as a souvenir of your mediocre time) is way too cruise ship for my...More"
TMCNEWS,"Elyria, Ohio",Friends,BEWARE OF OVERCROWDING,"July 23, 2013",2,"I have been to the Top of the Rock twice, once a couple years ago in the fall and most recently on July 7th. When I was there a couple years ago we were able to get up to the top fairly quickly and roam...More"
Jo W,"Christchurch, New Zealand",Friends,Hmmmmm...,"June 27, 2013",2,"Over-rated I think - had to wait ages to get up there, it was raining so we weren't allowed outside, would not recommend it."
nicola J j,Haliburton,Friends,Line ups,"June 6, 2013",2,"The view was nice, but the lineups were disappointing. We lined up, to get to a line up to get on an elevator. To get into a line up, to move to.., you guessed it another line up..
It is not worth wasting your time...More"
MsBunny2011,San Ramon,Friends,You gotta be kidding!,"September 14, 2012",2,"We purchased tickets thinking maybe a 45 min. experience...It was not...The wait in line up - the wait in line down - some photographer who mid-line stops all as a vendor taking pictures? Got to the top, frankly, not much of a view (I surmise...More"
Steve2407,"Melbourne, Australia",Friends,"Long queues, hidden queues & more queues.","September 2, 2012",2,"The view at the top is good but not spectacular, and not the best in NY. The annoying thing is the queues! Each one leads to another, there are about 4 or 5 different queues in total before you get to the observations deck. I...More"
Schippers,"Tulsa, Oklahoma",Friends,Not impressed,"August 19, 2014",2,"Went at 8pm, so we could see NYC at night. Just beautiful. However, there were so many people up there we couldn't turn around. People pushing to get pictures. It was extremely hot with the mass of people there."
Kristy F,"Kitchener, Canada",Friends,BORING.....,"April 7, 2014",2,Don't waste your time and money - we waited FOREVER to get there and it's not near as good as Empire state building and then you get to wait FOREVER to get back down - booooooo
singlegirly,"Southampton, United Kingdom",Friends,2hr wait!,"December 27, 2013",2,Tried to get in here but a 2 hr wait just wasn't for us! Will try again next visit after hearing good reports but in this occasion we were left disappointed.
Demetris T,"London, United Kingdom",Friends,disappointed,"October 16, 2013",2,"service when buying ticket was terrible , couldnt understand the person properly and when i asked for a 10am slot the next day found he booked us a 10pm slot. strange when we asked what time they opened in the morning and he said 8...More"
PaulaP_11,"Toronto, Canada",Friends,Ho Hum,"August 27, 2013",2,"Save your money and spend it on something else. If you've been/seen one Observation Deck, you've been/seen them all. The imposed ""photo"" taking at the start (which you can later purchase as a souvenir of your mediocre time) is way too cruise ship for my...More"
TMCNEWS,"Elyria, Ohio",Friends,BEWARE OF OVERCROWDING,"July 23, 2013",2,"I have been to the Top of the Rock twice, once a couple years ago in the fall and most recently on July 7th. When I was there a couple years ago we were able to get up to the top fairly quickly and roam...More"
Jo W,"Christchurch, New Zealand",Friends,Hmmmmm...,"June 27, 2013",2,"Over-rated I think - had to wait ages to get up there, it was raining so we weren't allowed outside, would not recommend it."
nicola J j,Haliburton,Friends,Line ups,"June 6, 2013",2,"The view was nice, but the lineups were disappointing. We lined up, to get to a line up to get on an elevator. To get into a line up, to move to.., you guessed it another line up..
It is not worth wasting your time...More"
MsBunny2011,San Ramon,Friends,You gotta be kidding!,"September 14, 2012",2,"We purchased tickets thinking maybe a 45 min. experience...It was not...The wait in line up - the wait in line down - some photographer who mid-line stops all as a vendor taking pictures? Got to the top, frankly, not much of a view (I surmise...More"
Steve2407,"Melbourne, Australia",Friends,"Long queues, hidden queues & more queues.","September 2, 2012",2,"The view at the top is good but not spectacular, and not the best in NY. The annoying thing is the queues! Each one leads to another, there are about 4 or 5 different queues in total before you get to the observations deck. I...More"
Schippers,"Tulsa, Oklahoma",Friends,Not impressed,"August 19, 2014",2,"Went at 8pm, so we could see NYC at night. Just beautiful. However, there were so many people up there we couldn't turn around. People pushing to get pictures. It was extremely hot with the mass of people there."
Kristy F,"Kitchener, Canada",Friends,BORING.....,"April 7, 2014",2,Don't waste your time and money - we waited FOREVER to get there and it's not near as good as Empire state building and then you get to wait FOREVER to get back down - booooooo
singlegirly,"Southampton, United Kingdom",Friends,2hr wait!,"December 27, 2013",2,Tried to get in here but a 2 hr wait just wasn't for us! Will try again next visit after hearing good reports but in this occasion we were left disappointed.
Demetris T,"London, United Kingdom",Friends,disappointed,"October 16, 2013",2,"service when buying ticket was terrible , couldnt understand the person properly and when i asked for a 10am slot the next day found he booked us a 10pm slot. strange when we asked what time they opened in the morning and he said 8...More"
PaulaP_11,"Toronto, Canada",Friends,Ho Hum,"August 27, 2013",2,"Save your money and spend it on something else. If you've been/seen one Observation Deck, you've been/seen them all. The imposed ""photo"" taking at the start (which you can later purchase as a souvenir of your mediocre time) is way too cruise ship for my...More"
TMCNEWS,"Elyria, Ohio",Friends,BEWARE OF OVERCROWDING,"July 23, 2013",2,"I have been to the Top of the Rock twice, once a couple years ago in the fall and most recently on July 7th. When I was there a couple years ago we were able to get up to the top fairly quickly and roam...More"
Jo W,"Christchurch, New Zealand",Friends,Hmmmmm...,"June 27, 2013",2,"Over-rated I think - had to wait ages to get up there, it was raining so we weren't allowed outside, would not recommend it."
nicola J j,Haliburton,Friends,Line ups,"June 6, 2013",2,"The view was nice, but the lineups were disappointing. We lined up, to get to a line up to get on an elevator. To get into a line up, to move to.., you guessed it another line up..
It is not worth wasting your time...More"
MsBunny2011,San Ramon,Friends,You gotta be kidding!,"September 14, 2012",2,"We purchased tickets thinking maybe a 45 min. experience...It was not...The wait in line up - the wait in line down - some photographer who mid-line stops all as a vendor taking pictures? Got to the top, frankly, not much of a view (I surmise...More"
Steve2407,"Melbourne, Australia",Friends,"Long queues, hidden queues & more queues.","September 2, 2012",2,"The view at the top is good but not spectacular, and not the best in NY. The annoying thing is the queues! Each one leads to another, there are about 4 or 5 different queues in total before you get to the observations deck. I...More"
Schippers,"Tulsa, Oklahoma",Friends,Not impressed,"August 19, 2014",2,"Went at 8pm, so we could see NYC at night. Just beautiful. However, there were so many people up there we couldn't turn around. People pushing to get pictures. It was extremely hot with the mass of people there."
Kristy F,"Kitchener, Canada",Friends,BORING.....,"April 7, 2014",2,Don't waste your time and money - we waited FOREVER to get there and it's not near as good as Empire state building and then you get to wait FOREVER to get back down - booooooo
singlegirly,"Southampton, United Kingdom",Friends,2hr wait!,"December 27, 2013",2,Tried to get in here but a 2 hr wait just wasn't for us! Will try again next visit after hearing good reports but in this occasion we were left disappointed.
Demetris T,"London, United Kingdom",Friends,disappointed,"October 16, 2013",2,"service when buying ticket was terrible , couldnt understand the person properly and when i asked for a 10am slot the next day found he booked us a 10pm slot. strange when we asked what time they opened in the morning and he said 8...More"
PaulaP_11,"Toronto, Canada",Friends,Ho Hum,"August 27, 2013",2,"Save your money and spend it on something else. If you've been/seen one Observation Deck, you've been/seen them all. The imposed ""photo"" taking at the start (which you can later purchase as a souvenir of your mediocre time) is way too cruise ship for my...More"
TMCNEWS,"Elyria, Ohio",Friends,BEWARE OF OVERCROWDING,"July 23, 2013",2,"I have been to the Top of the Rock twice, once a couple years ago in the fall and most recently on July 7th. When I was there a couple years ago we were able to get up to the top fairly quickly and roam...More"
Jo W,"Christchurch, New Zealand",Friends,Hmmmmm...,"June 27, 2013",2,"Over-rated I think - had to wait ages to get up there, it was raining so we weren't allowed outside, would not recommend it."
nicola J j,Haliburton,Friends,Line ups,"June 6, 2013",2,"The view was nice, but the lineups were disappointing. We lined up, to get to a line up to get on an elevator. To get into a line up, to move to.., you guessed it another line up..
It is not worth wasting your time...More"
MsBunny2011,San Ramon,Friends,You gotta be kidding!,"September 14, 2012",2,"We purchased tickets thinking maybe a 45 min. experience...It was not...The wait in line up - the wait in line down - some photographer who mid-line stops all as a vendor taking pictures? Got to the top, frankly, not much of a view (I surmise...More"
